judul,rating,genre,poster_url,musim_tayang,jenis_tayangan,sinopsis,studio,sinopsis_final
Mahoutsukai Sally 2,6.52,Comedy,https://cdn.myanimelist.net/images/anime/6/6929.jpg,Winter 1990,TV,"During Sally's coronation ceremony in the magic world, she hears her human friends back on Earth are in trouble. Despite the warnings from her parents, she escapes to Earth to help her friends. Because she was caught using magic in front of humans, she had to erase her friends' memories. Now Sally will remain on Earth so she can regain Sumire and Yoshiko's friendship while helping other humans in trouble.

This is a sequel and reboot of the original series.",Toei Animation,during sallys coronation ceremony in the magic world she hears her human friends back on earth are in trouble despite the warnings from her parents she escapes to earth to help her friends because she was caught using magic in front of humans she had to erase her friends memories now sally will remain on earth so she can regain sumire and yoshikos friendship while helping other humans in trouble this is a sequel and reboot of the original series
Miracle Giants Doumu-kun,7.21,Sports,https://cdn.myanimelist.net/images/anime/5/29829.jpg,Winter 1990,TV,"Doumu Shinjou is the 10-year-old son of a legendary deceased player of the Yomiuri Giants. From his father he inherited a love of baseball and an incredible talent for the sport, although both his mother and his older sister try to get him to give it up. 
However, before dying, his father had the time to teach him one last trick- a magic shot. After his mother gives him the glove his father used, Doumu makes that shot in a training session of the Giants and is contracted immediately. With the support of the veteran players of the team, the Giants become unbeatable at home- none of the main batters of the Japanese professional league can overcome his magic shot. However, away games are another matter, as Doumu is just allowed to play at home, in the Tokyo Dome in which his father was consecrated.
 New rivals, but also friends (such as Melody Norman, an American girl who disguises herself as a boy because women aren't allowed to play baseball), step up to bat along the way during Doumu's journey. The Giants seem to winning the fight to conquer the league- until the arrival of the mysterious Don Carlos, a Spanish ex-bullfighter who plays for the Hiroshima Toyo Carp, and seems to have a past with Doumu's father. Will Doumu succeed in giving the league to the Giants? 

(Source: Wikipedia, edited)",Gallop,doumu shinjou is the yearold son of a legendary deceased player of the yomiuri giants from his father he inherited a love of baseball and an incredible talent for the sport although both his mother and his older sister try to get him to give it up however before dying his father had the time to teach him one last trick a magic shot after his mother gives him the glove his father used doumu makes that shot in a training session of the giants and is contracted immediately with the support of the veteran players of the team the giants become unbeatable at home none of the main batters of the japanese professional league can overcome his magic shot however away games are another matter as doumu is just allowed to play at home in the tokyo dome in which his father was consecrated new rivals but also friends such as melody norman an american girl who disguises herself as a boy because women arent allowed to play baseball step up to bat along the way during doumus journey the giants seem to winning the fight to conquer the league until the arrival of the mysterious don carlos a spanish exbullfighter who plays for the hiroshima toyo carp and seems to have a past with doumus father will doumu succeed in giving the league to the giants source wikipedia edited
Hai! Akko desu,6.68,Romance,https://cdn.myanimelist.net/images/anime/1358/99405.jpg,Winter 1990,TV,The story follows the daily life of a Akko-chan who is a new young wife.,Eiken,the story follows the daily life of a akkochan who is a new young wife
Obocchama-kun,6.19,Comedy,https://cdn.myanimelist.net/images/anime/7/53513.jpg,Winter 1990,TV,"Based on the children's award winning manga by Kobayashi Yoshinori, serialized  in Shogakukan's CoroCoro Comic.",Shin-Ei Animation,based on the childrens award winning manga by kobayashi yoshinori serialized in shogakukans corocoro comic
Seton Doubutsuki,6.62,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1297/134107.jpg,Winter 1990,TV,"Documentary in which the achievement of Ernest ""Black Wolf"" Thompson is settled in different Episodes. Every single episode is a documentary in which one sort of Animal is described.",Eiken,documentary in which the achievement of ernest black wolf thompson is settled in different episodes every single episode is a documentary in which one sort of animal is described
Momotarou Densetsu,6.25,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/5/32171.jpg,Winter 1990,TV,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Knack Productions,no synopsis information has been added to this title help improve our database by adding a synopsis here
Shin Bikkuriman,5.7,"Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1727/93730.jpg,Winter 1990,TV,"The battle between angel and devil was finally over and there was peace around the world. One day, Angel Marco finds out that this world would be ruined in the near future. He must search the Holy Stone to save a world!

(Source: Toei Animation)",Toei Animation,the battle between angel and devil was finally over and there was peace around the world one day angel marco finds out that this world would be ruined in the near future he must search the holy stone to save a world source toei animation
Parasol Henbei,6.28,"Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/6/44704.jpg,Winter 1990,TV,"All children dream to have a friend straight from a fairy tale... A little boy opens his closet and finds a strange creature with a parasol sitting in there. Nobody knows how he got there and from what mysterious worlds he is, but it is a fast friendship from the beginning. And nobody can ever know... 

(Source: ANN)",add some,all children dream to have a friend straight from a fairy tale a little boy opens his closet and finds a strange creature with a parasol sitting in there nobody knows how he got there and from what mysterious worlds he is but it is a fast friendship from the beginning and nobody can ever know source ann
Magical Hat,5.68,"Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1867/123271.jpg,Winter 1990,TV,"The series stars Hat, the descendant of a hero who fought an evil king and sealed Devildom. Hat falls into Devildom and finds he has to defeat the evil king.

(Source: AniDB)",Studio Pierrot,the series stars hat the descendant of a hero who fought an evil king and sealed devildom hat falls into devildom and finds he has to defeat the evil king source anidb
Kariage-kun,6.15,"Comedy, Slice of Life",https://cdn.myanimelist.net/images/anime/1686/142951.jpg,Winter 1990,TV,"Based on the same name yonkoma manga by Ueda Masashi, serialized in Weekly Manga Action.

From putting his head of department to embarrasment by announcing to everyone that he has haemmorrhoids through the PA system in a public park to making a whole district dissapointed by putting a notice that there will be a fireworks display, and apparently the only ""display"" is him holding one small fireworks, Kariage-kun tells the amusing everyday life of, well, Kariage-kun. 

His typical victim is his head of department, although anyone (or anything) can become a prey to his irony or sarcasm. The story began and ended with no special beginning or endings, but it is arranged chronologically (in the sense that it follows seasonal changes).

(Source: ANN)",Toei Animation,based on the same name yonkoma manga by ueda masashi serialized in weekly manga action from putting his head of department to embarrasment by announcing to everyone that he has haemmorrhoids through the pa system in a public park to making a whole district dissapointed by putting a notice that there will be a fireworks display and apparently the only display is him holding one small fireworks kariagekun tells the amusing everyday life of well kariagekun his typical victim is his head of department although anyone or anything can become a prey to his irony or sarcasm the story began and ended with no special beginning or endings but it is arranged chronologically in the sense that it follows seasonal changes source ann
